"Period","Country group","Subgroup","Commercial partner","Commodities (text)","Suppl. unit","Traffic direction","Suppl. qty","Kilogram (kg)","CHF"
"2025 06",,,"US - USA","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,16432,1270631535
"2025 06",,,"US - USA","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,2357,207549033
"2025 06",,,"ZA - South Africa","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,965,86016660
"2025 05",,,"AE - Emirates, Arab","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,13014,1154321766
"2025 05",,,"AE - Emirates, Arab","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,4473,394183236
"2025 05",,,"AM - Armenia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,2,117695
"2025 05",,,"AR - Argentina","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,14844,169777918
"2025 05",,,"AR - Argentina","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,10,849983
"2025 05",,,"AT - Austria","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,85,7510850
"2025 05",,,"AT - Austria","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,2891,258971193
"2025 05",,,"AU - Australia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,20389,755316273
"2025 05",,,"AU - Australia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,37,3353733
"2025 05",,,"AZ - Azerbaijan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,566,21730514
"2025 05",,,"BE - Belgium","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,658,54245945
"2025 05",,,"BE - Belgium","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,35,2987335
"2025 05",,,"BF - Burkina Faso","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2526,188210097
"2025 05",,,"BR - Brazil","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2134,134251596
"2025 05",,,"CA - Canada","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,5537,393053306
"2025 05",,,"CA - Canada","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,472,42051984
"2025 05",,,"CI - Côte d'Ivoire","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,4477,289769048
"2025 05",,,"CL - Chile","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,14906,82246683
"2025 05",,,"CN - China","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1974,184393452
"2025 05",,,"CN - China","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,27107,2388124501
"2025 05",,,"CO - Colombia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,443,30231655
"2025 05",,,"CZ - Czechia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,11,494035
"2025 05",,,"CZ - Czechia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,25,2204321
"2025 05",,,"DE - Germany","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,6972,497485103
"2025 05",,,"DE - Germany","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,4714,417219476
"2025 05",,,"DK - Denmark","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1,34548
"2025 05",,,"DK - Denmark","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,3,200573
"2025 05",,,"EC - Ecuador","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,730,44919500
"2025 05",,,"EE - Estonia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,20,1591626
"2025 05",,,"EE - Estonia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,256,22620469
"2025 05",,,"EG - Egypt","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2003,147621818
"2025 05",,,"EG - Egypt","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,43,3763440
"2025 05",,,"ES - Spain","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,192,9399542
"2025 05",,,"ES - Spain","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,0,2795
"2025 05",,,"FI - Finland","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1113,89025192
"2025 05",,,"FR - France","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1294,90073463
"2025 05",,,"FR - France","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,2131,165359169
"2025 05",,,"GB - United Kingdom","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1170,53798188
"2025 05",,,"GB - United Kingdom","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,16101,1415433300
"2025 05",,,"GE - Georgia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,135,7163848
"2025 05",,,"GH - Ghana","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,4100,304869781
"2025 05",,,"GH - Ghana","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,0,27328
"2025 05",,,"GR - Greece","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,15,1274778
"2025 05",,,"HK - Hong Kong","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,542,33548082
"2025 05",,,"HK - Hong Kong","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,1530,135241994
"2025 05",,,"ID - Indonesia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2260,196475755
"2025 05",,,"IL - Israel","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,7,603489
"2025 05",,,"IN - India","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,436,35411225
"2025 05",,,"IN - India","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,10052,880490793
"2025 05",,,"IT - Italy","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,3128,231880850
"2025 05",,,"IT - Italy","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,3040,249183964
"2025 05",,,"JP - Japan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,2131,189982246
"2025 05",,,"JP - Japan","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,0,30406
"2025 05",,,"KR - Korea (South)","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,31,2810347
"2025 05",,,"KR - Korea (South)","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,50,4441718
"2025 05",,,"LA - Laos","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1376,12299310
"2025 05",,,"LB - Lebanon","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,70,6206385
"2025 05",,,"LB - Lebanon","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,1102,97347726
"2025 05",,,"LR - Liberia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,995,82685806
"2025 05",,,"LT - Lithuania","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,33,2868848
"2025 05",,,"LU - Luxembourg","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,24,1658295
"2025 05",,,"LU - Luxembourg","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,2,144864
"2025 05",,,"MK - North Macedonia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Export",,4,339920
"2025 05",,,"MN - Mongolia","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1370,103163422
"2025 05",,,"MR - Mauritania","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,386,28570379
"2025 05",,,"MX - Mexico","7108 - Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured or in powder form",,"Import",,1266,37646253
